LCSC,Type,MPN,Manufacturer,Category,Subcategory,Package,Description,Stock,Unit_Price,Process,Min_Qty
C9002,Basic,X322512MSB4SI,Yangxing Tech,"Crystals, Oscillators, Resonators",Crystals,SMD3225-4P,-40℃~+85℃ 12MHz 20pF Crystal Oscillator ±10ppm ±20ppm SMD3225-4P Crystals ROHS,641549,$0.0680,SMT,5
C9006,Basic,X322525MOB4SI,Yangxing Tech,"Crystals, Oscillators, Resonators",Crystals,SMD3225-4P,-40℃~+85℃ 12pF 25MHz Crystal Oscillator ±10ppm ±20ppm SMD3225-4P Crystals ROHS,528210,$0.0673,SMT,5
C13738,Basic,X322516MLB4SI,Yangxing Tech,"Crystals, Oscillators, Resonators",Crystals,SMD3225-4P,-40℃~+85℃ 16MHz 9pF Crystal Oscillator ±10ppm ±20ppm SMD3225-4P Crystals ROHS,443913,$0.0661,SMT,5
C115962,Basic,X50328MSB2GI,Yangxing Tech,"Crystals, Oscillators, Resonators",Crystals,SMD5032-2P,-40℃~+85℃ 20pF 8MHz Crystal Oscillator ±10ppm ±20ppm SMD5032-2P Crystals ROHS,438606,$0.1954,SMT,5
C2488,Basic,MB10S-50MIL,MDD（Microdiode Electronics）,Diodes,Bridge Rectifiers,MBS,-55℃~+150℃ 1.1V@400mA 1A 1kV 35A 5uA@1kV Single-Phase Rectifier MBS Bridge Rectifiers ROHS,275744,$0.0234,SMT,10
C95872,Basic,M7,MDD（Microdiode Electronics）,Diodes,Diodes - General Purpose,SMA(DO-214AC),-55℃~+150℃ 1.1V@1A 1A 1kV 30A 5uA@1kV Independent SMA(DO-214AC) Diodes - General Purpose ROHS,3768268,$0.0081,SMT,5
C64898,Basic,SM4007PL,MDD（Microdiode Electronics）,Diodes,Diodes - General Purpose,SOD-123FL,-55℃~+150℃ 1.1V@1A 10uA@1kV 1A 1kV 25A Independent SOD-123FL Diodes - General Purpose ROHS,2758386,$0.0067,SMT,20
C412437,Basic,US1M,MDD（Microdiode Electronics）,Diodes,Fast Recovery / High Efficiency Diodes,SMA,-55℃~+150℃ 1 Independent 1.65V@1A 1A 1kV 30A 5uA@1kV 75ns SMA Fast Recovery / High Efficiency Diodes ROHS,1471584,$0.0111,SMT,5
C2480,Basic,SS14,MDD（Microdiode Electronics）,Diodes,Schottky Diodes,SMA(DO-214AC),-55℃~+150℃ 1A 25A 300uA@40V 40V 550mV@1A Independent SMA(DO-214AC) Schottky Diodes ROHS,1664025,$0.0154,SMT,5
C8678,Basic,SS34,MDD（Microdiode Electronics）,Diodes,Schottky Diodes,SMA(DO-214AC),-55℃~+125℃ 3A 40V 500uA@40V 550mV@3A Independent SMA(DO-214AC) Schottky Diodes ROHS,2100322,$0.0276,SMT,5
C14996,Basic,SS210,MDD（Microdiode Electronics）,Diodes,Schottky Diodes,SMA(DO-214AC),-55℃~+150℃ 1 Independent 100V 2A 500uA@100V 850mV@2A SMA(DO-214AC) Schottky Diodes ROHS,1058068,$0.0265,SMT,5
C22452,Basic,SS54,MDD（Microdiode Electronics）,Diodes,Schottky Diodes,SMA(DO-214AC),-55℃~+125℃ 1mA@40V 40V 550mV@5A 5A Independent SMA(DO-214AC) Schottky Diodes ROHS,1595169,$0.0333,SMT,5
C8598,Basic,B5819W SL,Changjiang Electronics Tech (CJ),Diodes,Schottky Diodes,SOD-123,1A 40V 600mV@1A 9A Independent SOD-123 Schottky Diodes ROHS,1073604,$0.0224,SMT,20
C191023,Basic,1N5819WS,Guangdong Hottech,Diodes,Schottky Diodes,SOD-323,1 Independent 1A 25A 40V 500uA@40V 600mV@1A SOD-323 Schottky Diodes ROHS,3908721,$0.0101,SMT,20
C81598,Basic,1N4148W,ST(Semtech),Diodes,Switching Diodes,SOD-123,150mA 1A 1V@50mA 1uA@75V 400mW 4ns 75V Independent SOD-123 Switching Diodes ROHS,2778560,$0.0103,SMT,15
C2128,Basic,1N4148WS,Changjiang Electronics Tech (CJ),Diodes,Switching Diodes,SOD-323,1.25V@150mA 100V 150mA 1uA@75V 200mW 2A 4ns Independent SOD-323 Switching Diodes ROHS,5123376,$0.0085,SMT,20
C2500,Basic,"BAV99,215",Nexperia,Diodes,Switching Diodes,SOT-23,1 Pair Series Connection 1.25V@150mA 100V 215mA 250mW 4A 4ns 500nA@80V SOT-23 Switching Diodes ROHS,811701,$0.0163,SMT,10
C68978,Basic,BAV70,Changjiang Electronics Tech (CJ),Diodes,Switching Diodes,SOT-23,-55℃~+150℃ 1 Pair Common Cathode 1.25V@150mA 2.5uA@70V 200mA 225mW 2A 6ns 70V SOT-23 Switching Diodes ROHS,445960,$0.0136,SMT,10
C1002,Basic,GZ1608D601TF,Sunlord,Filters,Ferrite Beads,0603,-55℃~+125℃ 1 200mA 450mΩ 600Ω@100MHz ±25% 0603 Ferrite Beads ROHS,1339294,$0.0137,SMT,20
C14709,Basic,BLM18PG121SN1D,Murata Electronics,Filters,Ferrite Beads,0603,-55℃~+125℃ 1 120Ω@100MHz 2A 50mΩ ±25% 0603 Ferrite Beads ROHS,1929365,$0.0102,SMT,20
C1015,Basic,GZ2012D101TF,Sunlord,Filters,Ferrite Beads,0805,1 100Ω@100MHz 150mΩ 800mA ±25% 0805 Ferrite Beads ROHS,237039,$0.0138,SMT,20
C1017,Basic,GZ2012D601TF,Sunlord,Filters,Ferrite Beads,0805,-55℃~+125℃ 1 300mΩ 500mA 600Ω@100MHz ±25% 0805 Ferrite Beads ROHS,372837,$0.0259,SMT,20
C1035,Basic,SDFL1608S100KTF,Sunlord,"Inductors, Coils, Chokes",Inductors (SMD),0603,1.85Ω 10uH 17MHz 30@2MHz 3mA ±10% 0603 Inductors (SMD) ROHS,97281,$0.0138,SMT,20
C1046,Basic,SDFL2012S100KTF,Sunlord,"Inductors, Coils, Chokes",Inductors (SMD),0805,1.15Ω 10uH 15mA 24MHz 50@2MHz Multilayer inductor ±10% 0805 Inductors (SMD) ROHS,241402,$0.0230,SMT,20
C6855,Basic,SP485EEN-L/TR,MaxLinear,Interface,RS-485 / RS-422 ICs,SOIC-8,-40℃~+85℃ 1 1 10Mbps 4.75V~5.25V 900uA Half-Duplex Transceiver ±15kV SOIC-8 RS-485 / RS-422 ICs ROHS,185477,$0.2166,SMT,1
C720477,Basic,TS-1088-AR02016,XUNPU,Key/Switch,Tactile Switches,"SMD,4x3mm","-30℃~+80℃ 1.6N 100,000 cycles 12V 2mm 3mm 4mm 50mA Black Round Button SMD(SMT) Tab SPST Surface Mount,Vertical Without B",619530,$0.0501,SMT,5
C318884,Basic,TS-1187A-B-A-B,XKB Connectivity,Key/Switch,Tactile Switches,"SMD-4P,5.1x5.1mm","-30℃~+85℃ 1.5mm 1.6N 100,000 cycles 12V 5.1mm 5.1mm 50mA Gold No Round Button SPST Surface Mount,Vertical Without Bracke",1580676,$0.0185,SMT,5
C5605,Basic,"74HC14D,653",Nexperia,Logic ICs,Inverters,SOIC-14,"-40℃~+125℃ 1 1.5V~4.2V 21ns@6V,50pF 2V~6V 2uA 300mV~1.2V 5.2mA 5.2mA 6 74HC Schmitt trigger SOIC-14 Inverters ROHS",168705,$0.2001,SMT,1
C5947,Basic,"74HC595D,118",Nexperia,Logic ICs,Shifting Register,SOIC-16,"-40℃~+125℃ 1 100MHz 19ns@4.5V,50pF 2V~6V 74HC 8 Serial-to-Serial or Parallel Tri-State SOIC-16 Shift Registers ROHS",229817,$0.2264,SMT,1
C97521,Basic,W25Q128JVSIQ,Winbond Elec,Memory,NOR FLASH,SOIC-8-208mil,"-40℃~+85℃ 100,000 cycles 120ms@(32KB) 128Mbit 133MHz 1uA 2.7V~3.6V 20 Years 3ms SPI SOIC-8-208mil NOR FLASH ROHS",175995,$1.9704,SMT,1
C7955,Basic,LM393DR2G,onsemi,Operational Amplifier/Comparator,Comparators,SOIC-8,-18V~-1V、1V~18V 0℃~+70℃ 1.3us 2 25nA 2V~36V 300ns 36V 400uA 5mV 5nA TTL、CMOS SOIC-8 Comparators ROHS,103191,$0.0676,SMT,1
C6961,Basic,TL072CDT,STMicroelectronics,Operational Amplifier/Comparator,FET InputAmplifiers,SO-8,0℃~+70℃ 1.4mA 10uV/℃ 15nV/√Hz@1kHz 16V/us 2 20pA 36V 3mV 40mA 4MHz 5pA 6V~36V 86dB SO-8 FET Input Amplifiers ROHS,395181,$0.1533,SMT,1
C71035,Basic,LM324DT,STMicroelectronics,Operational Amplifier/Comparator,Operational Amplifier,SOIC-14,-15V~-1.5V、1.5V~15V 0℃~+70℃ 1.2mA 1.3MHz 200pA/℃ 20V/us 20nA 300nA 30V 30uV/℃ 3V~30V 4 40nV/√Hz@1kHz 5mV 70mA 80dB SOIC-,143769,$0.1507,SMT,1
C7426,Basic,NE5532DR,Texas Instruments,Operational Amplifier/Comparator,Operational Amplifier,SOIC-8,-15V~15V 0℃~+70℃ 100dB 10MHz 10nA 16mA 1uA 2 30V 38mA 500uV 5nV/√Hz@1kHz 5uV/℃ 9V/us SOIC-8 Operational Amplifier ROHS,94616,$0.0939,SMT,1
C7950,Basic,LM358DR2G,onsemi,Operational Amplifier/Comparator,Operational Amplifier,SOIC-8,-16V~16V 0℃~+70℃ 10pA/℃ 10uV/℃ 150nA 2 32V 3V~32V 40mA 5nA 700uA 70dB 7mV SOIC-8 Operational Amplifier ROHS,194410,$0.0570,SMT,1
C7433,Basic,OP07CDR,Texas Instruments,Operational Amplifier/Comparator,Precision OpAmps,SOIC-8,-18V~-3V、3V~18V 0.3V/us 0℃~+70℃ 1 1.8nA 10.5nV/√Hz@10Hz 120dB 12pA/℃ 400kHz 500nV/℃ 60uV 800pA Built-in compensation SOI,80117,$0.1363,SMT,1
C2297,Basic,KT-0805G,Hubei KENTO Elec,Optoelectronics,LED Indication - Discrete,0805,-40℃~+85℃ 100mW 120° 2.6V~3.1V 430mcd 513nm~528nm 525nm 5mA Discrete Diode Emerald Green Water Clear 0805 LED Indication,2234536,$0.0147,SMT,20
C84256,Basic,NCD0805R1,Foshan NationStar Optoelectronics,Optoelectronics,LED Indication - Discrete,0805,-30℃~+85℃ 1.6V~2.6V 130° 195mcd 25mA 615nm~630nm 630nm 65mW Discrete Diode Red 0805 LED Indication - Discrete ROHS,5618781,$0.0123,SMT,20
C61063,Basic,XL1509-5.0E1,XLSEMI,Power Management (PMIC),DC-DC Converters,SOIC-8,-40℃~+85℃ 1 150kHz 2A 2mA 4.5V~40V 5V Buck Buck Built-in Fixed No SOIC-8 DC-DC Converters ROHS,370079,$0.2179,SMT,1
C9864,Basic,TPS5430DDAR,Texas Instruments,Power Management (PMIC),DC-DC Converters,SOIC-8-EP,-40℃~+125℃@(TJ) 1 1.221V~32.04V 3A 4.4mA 5.5V~36V 500kHz Adjustable Buck Buck Built-in No SOIC-8-EP DC-DC Converters ROH,103366,$0.9170,SMT,1
C3113,Basic,CJ431,Changjiang Electronics Tech (CJ),Power Management (PMIC),Voltage Reference,SOT-23,-25℃~+85℃@(Ta) 100mA 1mA 2.5V~36V 50ppm/℃ Adjustable Parallel ±0.5% SOT-23 Voltage Reference ROHS,626114,$0.0335,SMT,5
C6186,Basic,AMS1117-3.3,Advanced Monolithic Systems,Power Management (PMIC),"Voltage Regulators - Linear, Low Drop Out (LDO) Regulators",SOT-223,-40℃~+125℃ 0.003%Vout 1 1.1V@(800mA) 15V 1A 3.3V 5mA 72dB@(120Hz) Fixed Over Current Protection、Thermal Shutdown Positiv,949581,$0.2090,SMT,2
C6187,Basic,AMS1117-5.0,Advanced Monolithic Systems,Power Management (PMIC),"Voltage Regulators - Linear, Low Drop Out (LDO) Regulators",SOT-223,"-40℃~+125℃ 1 1.3V 15V 1A 5V 60dB Fixed Positive SOT-223 Voltage Regulators - Linear, Low Drop Out (LDO) Regulators ROHS",144423,$0.2201,SMT,5
C5446,Basic,XC6206P332MR-G,Torex Semicon,Power Management (PMIC),"Voltage Regulators - Linear, Low Drop Out (LDO) Regulators",SOT-23-3L,"-40℃~+85℃@(Ta) 1 1uA 200mA 3.3V 6V Fixed Over Current Protection Positive SOT-23-3L Voltage Regulators - Linear, Low Dro",623957,$0.0982,SMT,5
C14289,Basic,HT7533-1,Holtek Semicon,Power Management (PMIC),"Voltage Regulators - Linear, Low Drop Out (LDO) Regulators",SOT-89-3,"-40℃~+85℃@(Ta) 1 100mA 2.5uA 25mV@(1mA) 3.3V 30V Fixed Positive SOT-89-3 Voltage Regulators - Linear, Low Drop Out (LDO)",269877,$0.1065,SMT,5
C71136,Basic,78L05G-AB3-R,UTC(Unisonic Tech),Power Management (PMIC),"Voltage Regulators - Linear, Low Drop Out (LDO) Regulators",SOT-89-3,-40℃~+85℃ 1 1.7V@(40mA) 100mA 2mA 30V 40uV 5V 80dB@(120Hz) Fixed Over Current Protection、Short Circuit Protection、Therma,83709,$0.0650,SMT,5
C58069,Basic,L78M05ABDT-TR,STMicroelectronics,Power Management (PMIC),"Voltage Regulators - Linear, Low Drop Out (LDO) Regulators",TO-252-2(DPAK),-40℃~+125℃@(Tj) 1 2V@(350mA) 35V 40uV 500mA 5V 62dB@(120Hz) 6mA Fixed Over Temperature Protection、Short Circuit Protecti,111038,$0.1490,SMT,2
C4109,Basic,0402WGF2001TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 2kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,3866811,$0.0007,SMT,20
C11702,Basic,0402WGF1001TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 1kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,6690257,$0.0006,SMT,20
C17168,Basic,0402WGF0000TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 0Ω 50V 62.5mW Thick Film Resistor ±1% ±800ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,4907393,$0.0008,SMT,20
C25076,Basic,0402WGF1000TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 100Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,3007169,$0.0007,SMT,20
C25077,Basic,0402WGF100JTCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 10Ω 50V 62.5mW Thick Film Resistor ±1% ±200ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,3616859,$0.0006,SMT,20
C25079,Basic,0402WGF1200TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 120Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,1600926,$0.0006,SMT,20
C25087,Basic,0402WGF2000TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 200Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,1191874,$0.0006,SMT,20
C25091,Basic,0402WGF2200TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 220Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,6064661,$0.0007,SMT,20
C25092,Basic,0402WGF220JTCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 22Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,3735780,$0.0007,SMT,20
C25104,Basic,0402WGF3300TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 330Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,3952848,$0.0008,SMT,20
C25105,Basic,0402WGF330JTCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 33Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,3528819,$0.0009,SMT,20
C25117,Basic,0402WGF4700TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 470Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,1709108,$0.0007,SMT,20
C25120,Basic,0402WGF499JTCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 49.9Ω 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,2560452,$0.0006,SMT,20
C25123,Basic,0402WGF5100TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 50V 510Ω 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,1088706,$0.0008,SMT,20
C25741,Basic,0402WGF1003TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 100kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,5244197,$0.0007,SMT,20
C25744,Basic,0402WGF1002TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 10kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,4191623,$0.0011,SMT,20
C25752,Basic,0402WGF1202TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 12kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,1768575,$0.0006,SMT,20
C25756,Basic,0402WGF1502TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 15kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,1897791,$0.0007,SMT,20
C25764,Basic,0402WGF2003TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 200kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,2098518,$0.0008,SMT,20
C25765,Basic,0402WGF2002TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 20kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,3652653,$0.0009,SMT,20
C25768,Basic,0402WGF2202TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 22kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,1112490,$0.0009,SMT,20
C25779,Basic,0402WGF3302TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 33kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,860857,$0.0008,SMT,20
C25792,Basic,0402WGF4702TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 47kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,5188148,$0.0007,SMT,20
C25794,Basic,0402WGF5102TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 50V 51kΩ 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,2423592,$0.0008,SMT,20
C25867,Basic,0402WGF1501TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 1.5kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,1158542,$0.0008,SMT,20
C25879,Basic,0402WGF2201TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 2.2kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,1536701,$0.0007,SMT,20
C25890,Basic,0402WGF3301TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 3.3kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,3366166,$0.0007,SMT,20
C25900,Basic,0402WGF4701TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 4.7kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,4461386,$0.0007,SMT,20
C25905,Basic,0402WGF5101TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 5.1kΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,11061446,$0.0007,SMT,20
C26083,Basic,0402WGF1004TCE,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0402,-55℃~+155℃ 1MΩ 50V 62.5mW Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount ROHS,2998775,$0.0007,SMT,20
C4177,Basic,0603WAF1801T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 1.8kΩ 100mW 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,785774,$0.0012,SMT,20
C4184,Basic,0603WAF2002T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 20kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,6650154,$0.0011,SMT,20
C4190,Basic,0603WAF2201T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 2.2kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,2920710,$0.0012,SMT,20
C4211,Basic,0603WAF3001T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 3kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,1935264,$0.0011,SMT,20
C4216,Basic,0603WAF3302T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 33kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,1039931,$0.0011,SMT,20
C4260,Basic,0603WAF6201T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 6.2kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,493657,$0.0010,SMT,20
C4275,Basic,0603WAF750JT5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 75V 75Ω Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,2923669,$0.0013,SMT,20
C7250,Basic,0603WAF1005T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 10MΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,388825,$0.0017,SMT,20
C8218,Basic,0603WAF2000T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 200Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,1041103,$0.0012,SMT,20
C13167,Basic,0603WAF2701T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 2.7kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,1209964,$0.0011,SMT,20
C21189,Basic,0603WAF0000T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 0Ω 100mW 75V Thick Film Resistor ±1% 0603 Chip Resistor - Surface Mount ROHS,13902554,$0.0012,SMT,20
C21190,Basic,0603WAF1001T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 1kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,39844596,$0.0013,SMT,20
C22765,Basic,0603WAF1201T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 1.2kΩ 100mW 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,904169,$0.0015,SMT,20
C22775,Basic,0603WAF1000T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 100Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,9270288,$0.0012,SMT,20
C22787,Basic,0603WAF1200T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 120Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,1754376,$0.0016,SMT,20
C22790,Basic,0603WAF1202T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 12kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,1125311,$0.0012,SMT,20
C22797,Basic,0603WAF1302T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 13kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,303822,$0.0014,SMT,20
C22807,Basic,0603WAF1503T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 150kΩ 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,904431,$0.0011,SMT,20
C22808,Basic,0603WAF1500T5E,UNI-ROYAL(Uniroyal Elec),Resistors,Chip Resistor - Surface Mount,0603,-55℃~+155℃ 100mW 150Ω 75V Thick Film Resistor ±1% ±100ppm/℃ 0603 Chip Resistor - Surface Mount ROHS,473427,$0.0012,SMT,20
